ar16_index,canonical_esrs,language,official_esrs,official_theme,official_subtheme,official_subtopic,source_publication_id,source_url
20,E4,ro,E4,Biodiversitatea și ecosistemele,Factorii determinanți ai impactului direct asupra declinului biodiversității,Poluare,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
21,E4,ro,E4,Biodiversitatea și ecosistemele,Factorii determinanți ai impactului direct asupra declinului biodiversității,Altele,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
22,E4,ro,E4,Biodiversitatea și ecosistemele,Impacturile asupra stării speciilor,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
23,E4,ro,E4,Biodiversitatea și ecosistemele,Impacturile asupra întinderii și stării ecosistemelor,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
24,E4,ro,E4,Biodiversitatea și ecosistemele,Impacturile și dependențele de serviciile ecosistemice,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
25,E5,ro,E5,Economie circulară,"Intrările de resurse, inclusiv utilizarea resurselor",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
26,E5,ro,E5,Economie circulară,Ieșirile de resurse legate de produse și servicii,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
27,E5,ro,E5,Economie circulară,Deșeurile,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
28,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,Locuri de muncă sigure,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
29,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,Timpul de lucru,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
30,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,Salarii adecvate,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
31,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,Dialog social,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
32,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,"Libertatea de asociere, existența comitetelor de întreprindere și drepturile de informare, consultare și participare ale lucrătorilor",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
33,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,"Negocierea colectivă, inclusiv proporția lucrătorilor care fac obiectul contractelor colective de muncă",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
34,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,Echilibru între viața profesională și cea privată,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
35,S1,ro,S1,Forța de muncă proprie,Condiții de muncă,Sănătatea și siguranța,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
36,S1,ro,S1,Forța de muncă proprie,Egalitatea de tratament și de șanse pentru toți,Egalitatea de gen și plata egală pentru muncă de valoare egală,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
37,S1,ro,S1,Forța de muncă proprie,Egalitatea de tratament și de șanse pentru toți,Formare și dezvoltarea competențelor,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
38,S1,ro,S1,Forța de muncă proprie,Egalitatea de tratament și de șanse pentru toți,Ocuparea forței de muncă și incluziunea persoanelor cu dizabilități,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
39,S1,ro,S1,Forța de muncă proprie,Egalitatea de tratament și de șanse pentru toți,Măsuri împotriva violenței și a hărțuirii la locul de muncă,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
40,S1,ro,S1,Forța de muncă proprie,Egalitatea de tratament și de șanse pentru toți,Diversitatea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
41,S1,ro,S1,Forța de muncă proprie,Alte drepturi legate de muncă,Munca copiilor,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
42,S1,ro,S1,Forța de muncă proprie,Alte drepturi legate de muncă,Muncă forțată,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
43,S1,ro,S1,Forța de muncă proprie,Alte drepturi legate de muncă,Locuințe adecvate,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
44,S1,ro,S1,Forța de muncă proprie,Alte drepturi legate de muncă,Confidențialitatea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
45,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,Locuri de muncă sigure,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
46,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,Timpul de lucru,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
47,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,Salarii adecvate,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
48,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,Dialog social,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
49,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,"Libertatea de asociere, inclusiv existența comitetelor de întreprindere",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
50,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,Negocierea colectivă,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
51,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,Echilibru între viața profesională și cea privată,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
52,S2,ro,S2,Lucrătorii din lanțul valoric,Condiții de muncă,Sănătatea și siguranța,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
53,S2,ro,S2,Lucrătorii din lanțul valoric,Egalitatea de tratament și de șanse pentru toți,Egalitatea de gen și plata egală pentru muncă de valoare egală,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
54,S2,ro,S2,Lucrătorii din lanțul valoric,Egalitatea de tratament și de șanse pentru toți,Formare și dezvoltarea competențelor,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
55,S2,ro,S2,Lucrătorii din lanțul valoric,Egalitatea de tratament și de șanse pentru toți,Ocuparea forței de muncă și incluziunea persoanelor cu dizabilități,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
56,S2,ro,S2,Lucrătorii din lanțul valoric,Egalitatea de tratament și de șanse pentru toți,Măsuri împotriva violenței și a hărțuirii la locul de muncă,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
57,S2,ro,S2,Lucrătorii din lanțul valoric,Egalitatea de tratament și de șanse pentru toți,Diversitatea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
58,S2,ro,S2,Lucrătorii din lanțul valoric,Alte drepturi legate de muncă,Munca copiilor,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
59,S2,ro,S2,Lucrătorii din lanțul valoric,Alte drepturi legate de muncă,Muncă forțată,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
60,S2,ro,S2,Lucrătorii din lanțul valoric,Alte drepturi legate de muncă,Locuințe adecvate,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
61,S2,ro,S2,Lucrătorii din lanțul valoric,Alte drepturi legate de muncă,Apa și salubritatea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
62,S2,ro,S2,Lucrătorii din lanțul valoric,Alte drepturi legate de muncă,Confidențialitatea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
63,S3,ro,S3,Comunitățile afectate,"Drepturile economice, sociale și culturale ale comunităților",Locuințe adecvate,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
64,S3,ro,S3,Comunitățile afectate,"Drepturile economice, sociale și culturale ale comunităților",Hrană adecvată,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
65,S3,ro,S3,Comunitățile afectate,"Drepturile economice, sociale și culturale ale comunităților",Apa și salubritatea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
66,S3,ro,S3,Comunitățile afectate,"Drepturile economice, sociale și culturale ale comunităților",Impacturi legate de soluri,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
67,S3,ro,S3,Comunitățile afectate,"Drepturile economice, sociale și culturale ale comunităților",Impacturi legate de securitate,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
68,S3,ro,S3,Comunitățile afectate,Drepturile civile și politice ale comunităților,Libertatea de exprimare,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
69,S3,ro,S3,Comunitățile afectate,Drepturile civile și politice ale comunităților,Libertatea de întrunire,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
70,S3,ro,S3,Comunitățile afectate,Drepturile civile și politice ale comunităților,Impactul asupra apărătorilor drepturilor omului,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
71,S3,ro,S3,Comunitățile afectate,Drepturile populațiilor indigene,"Consimțământ liber, prealabil și în cunoștință de cauză",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
72,S3,ro,S3,Comunitățile afectate,Drepturile populațiilor indigene,Autodeterminarea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
73,S3,ro,S3,Comunitățile afectate,Drepturile populațiilor indigene,Drepturile culturale,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
74,S4,ro,S4,Consumatorii și utilizatorii finali,Impacturile legate de informare pentru consumatori și/sau utilizatorii finali,Confidențialitatea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
75,S4,ro,S4,Consumatorii și utilizatorii finali,Impacturile legate de informare pentru consumatori și/sau utilizatorii finali,Libertatea de exprimare,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
76,S4,ro,S4,Consumatorii și utilizatorii finali,Impacturile legate de informare pentru consumatori și/sau utilizatorii finali,Accesul la informații (de calitate),3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
77,S4,ro,S4,Consumatorii și utilizatorii finali,Siguranța personală a consumatorilor și/sau a utilizatorilor finali,Sănătatea și siguranța,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
78,S4,ro,S4,Consumatorii și utilizatorii finali,Siguranța personală a consumatorilor și/sau a utilizatorilor finali,Securitatea unei persoane,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
79,S4,ro,S4,Consumatorii și utilizatorii finali,Siguranța personală a consumatorilor și/sau a utilizatorilor finali,Protecția copilului,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
80,S4,ro,S4,Consumatorii și utilizatorii finali,Incluziunea socială a consumatorilor și/sau a utilizatorilor finali,Nediscriminarea,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
81,S4,ro,S4,Consumatorii și utilizatorii finali,Incluziunea socială a consumatorilor și/sau a utilizatorilor finali,Accesul la produse și servicii,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
82,S4,ro,S4,Consumatorii și utilizatorii finali,Incluziunea socială a consumatorilor și/sau a utilizatorilor finali,Practici de comercializare responsabile,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
83,G1,ro,G1,Conduita profesională,Cultură corporativă,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
84,G1,ro,G1,Conduita profesională,Protecția avertizorilor,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
85,G1,ro,G1,Conduita profesională,Bunăstarea animalelor,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
86,G1,ro,G1,Conduita profesională,Angajamentul politic și activitățile de lobby,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
87,G1,ro,G1,Conduita profesională,"Gestionarea relațiilor cu furnizorii, inclusiv practicile de plată",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
88,G1,ro,G1,Conduita profesională,Corupția și mita,"și depistarea, inclusiv formarea Prevenirea",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
89,G1,ro,G1,Conduita profesională,Corupția și mita,ncidente,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=ro&productionSystem=cellar&part=
1,E1,sk,E1,Zmena klímy,Adaptácia na zmenu klímy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
2,E1,sk,E1,Zmena klímy,Zmierňovanie zmeny klímy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
3,E1,sk,E1,Zmena klímy,Energia,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
4,E2,sk,E2,Znečisťovanie,Znečisťovanie ovzdušia,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
5,E2,sk,E2,Znečisťovanie,Znečisťovanie vody,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
6,E2,sk,E2,Znečisťovanie,Znečisťovanie pôdy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
7,E2,sk,E2,Znečisťovanie,Znečisťovanie živých organizmov a potravinových zdrojov,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
8,E2,sk,E2,Znečisťovanie,Látky vzbudzujúce obavy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
9,E2,sk,E2,Znečisťovanie,Látky vzbudzujúce veľmi veľké obavy,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
10,E2,sk,E2,Znečisťovanie,Mikroplasty,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
11,E3,sk,E3,Vodné a morské zdroje,Voda,Spotreba vody,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
12,E3,sk,E3,Vodné a morské zdroje,Voda,Odber vody,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
13,E3,sk,E3,Vodné a morské zdroje,Voda,Vypúšťanie vody,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
14,E3,sk,E3,Vodné a morské zdroje,Voda,Vypúšťanie vody do oceánov,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
15,E3,sk,E3,Vodné a morské zdroje,Morské zdroje,Ťažba a využívanie morských zdrojov,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
16,E4,sk,E4,Biodiverzita a ekosystémy,Priame faktory vplyvu straty biodiverzity,Zmena klímy,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
17,E4,sk,E4,Biodiverzita a ekosystémy,Priame faktory vplyvu straty biodiverzity,"Zmena využívania krajiny, zmena využívania sladkej vody a zmena využívania morí",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
18,E4,sk,E4,Biodiverzita a ekosystémy,Priame faktory vplyvu straty biodiverzity,Priame využívanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
19,E4,sk,E4,Biodiverzita a ekosystémy,Priame faktory vplyvu straty biodiverzity,Invázne nepôvodné druhy,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
20,E4,sk,E4,Biodiverzita a ekosystémy,Priame faktory vplyvu straty biodiverzity,Znečisťovanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
21,E4,sk,E4,Biodiverzita a ekosystémy,Priame faktory vplyvu straty biodiverzity,Ostatné,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
